Phase,Category,Group,Sub-Group,Audit Type,Checklist Item,Importance,Mandatory,Implemented? (Yes / No),Comments,Evidence
Development,Code Quality & Standards,Code Quality - Architecture & Dependencies,Architecture,Code Audit,Avoid circular dependencies,High,Yes,No,"10 circular dependencies detected by madge. Key cycles: commerce.js ↔ initializers/index.js (and its children auth.js, cart.js, personalization.js), commerce.js ↔ initializers/pdp.js, scripts.js ↔ fragment/fragment.js, header.js ↔ header/renderAuthDropdown.js. These can cause load-order issues and are a maintainability risk. The initializer pattern creates a mutual dependency with the commerce module.","npx madge blocks/ --circular (10 cycles: commerce.js/initializers, scripts.js/fragment, header/renderAuthDropdown)"
Development,Code Quality & Standards,Code Quality - Architecture & Dependencies,Architecture,Code Audit,No stale TODO/FIXME comments; no comments referencing symbols that do not exist in scope; no commented-out code blocks,Medium,Yes,Yes,"No TODO, FIXME, HACK, or XXX comments found in any block or script code. The only commented-out code is the 4 event handler registrations in commerce-checkout.js:492-495 (already flagged in row 104). No stale symbol references in comments detected.","blocks/, scripts/ (grep TODO/FIXME/HACK — 0 hits)"
Development,Code Quality & Standards,Code Quality - Architecture & Dependencies,Architecture,Code Audit,commented-out code blocks >3 lines flagged; TODO/FIXME without issue-tracker reference flagged;,Medium,Yes,No,Same findings as row 126. commerce-checkout.js:492-495 has 4 consecutive commented-out event registrations (>3 lines). No TODO/FIXME comments exist anywhere in custom code to flag for issue-tracker references.,blocks/commerce-checkout/commerce-checkout.js:492-495 (4 commented-out lines)
Development,Technical SEO Implementation (meta/schema/sitemap),HTML Metadata & Validation,Metadata,Code Audit,"Charset meta tag (<meta charset=""UTF-8"">) declared in <head> before any content-producing elements; charset declaration appears within first 1024 bytes of document",Critical,Yes,No,"No <meta charset=""UTF-8""> found in head.html, 404.html, or 418.html. The charset declaration is absent from all production HTML files. EDS may set charset via HTTP Content-Type header, but the HTML meta declaration is still required per spec to be within the first 1024 bytes as a safety fallback. This is a critical omission.","head.html, 404.html, 418.html — no charset meta tag"
Development,Technical SEO Implementation (meta/schema/sitemap),HTML Metadata & Validation,Metadata,Code Audit,Language attribute (lang) on <html> element is a valid BCP 47 tag matching page content language; lang attribute not empty or set to 'undefined',High,Yes,Yes,"lang=""en"" set via scripts.js:108 (document.documentElement.lang = 'en') during loadEager() — valid BCP 47 tag. However, 404.html and 418.html have <html> without lang attribute in markup (only set at runtime by scripts.js). Static error pages should have lang=""en"" directly in HTML for cases where JS fails. EDS-served pages get lang set by scripts.js before content renders.","scripts/scripts.js:108 (lang set in JS), 404.html / 418.html (lang absent in HTML markup)"
Development,Technical SEO Implementation (meta/schema/sitemap),HTML Metadata & Validation,Metadata,Code Audit,Direction attribute (dir) specified on <html> or relevant container elements for RTL language pages; value is 'ltr' or 'rtl' matching content language direction,Medium,No,Yes,"No dir attribute found. Site is English-only (lang=""en""), LTR direction is implicit and does not require explicit dir=""ltr"". Not applicable unless RTL language support is added in the future.","N/A — English-only site, no RTL support needed"
Development,Code Quality & Standards,CSS Architecture & Tokens,Maintainability,Code Audit,"If CSS print stylesheet (@media print) is defined, print styles hide non-essential UI elements (navigation/footer/sidebar/ads)",Medium,No,Yes,No @media print styles or print.css found in the project. Not applicable.,
Development,Code Quality & Standards,CSS Architecture & Tokens,Design Tokens,Code Audit,Font-family declarations defined at :root or body level using CSS custom properties; component-level stylesheets reference font-family tokens instead of hardcoding font names,High,Yes,Yes,"Font-family tokens --type-base-font-family and --type-fixed-font-family defined at :root in styles.css. All typography type scale references use var(--type-base-font-family). No hardcoded font names (Arial, Roboto, sans-serif etc.) found in any block CSS. Full compliance with font token usage.","styles/styles.css:169-172 (token definitions), blocks/ (no hardcoded font-family values)"
Development,HTML/CSS/JS Implementation (HTML-first),HTML Media & Data,Images,Code Audit,Content <img> elements have explicit width and height HTML attributes or CSS aspect-ratio set to reserve layout space and prevent CLS,High,Yes,No,"Mixed compliance: product-list.js includes width=""300"" height=""225"" on img elements (correct). lease-options card images are in a fixed 60×60px CSS container (CLS controlled). lease-estimator-modal img lacks explicit dimensions and only has max-width/max-height with auto — potential CLS. commerce-my-account cartImg lacks width/height attributes. EDS createOptimizedPicture() generates width/height attributes on img elements within picture elements.","blocks/product-details/product-details.js:1639 (no width/height), blocks/commerce-my-account/commerce-my-account.js:69 (no width/height)"
Development,Code Quality & Standards,JavaScript Code Structure & Hygiene,Structure,Code Audit,No unused npm/yarn packages in package.json; depcheck or npm-check analysis confirms all listed dependencies are imported in source code,High,Yes,Yes,"depcheck reports 3 ""unused"" runtime deps (@adobe/adobe-client-data-layer, event-collector, events-sdk) but these are pre-bundled into scripts/acdl/ and scripts/commerce-events-*.js — not imported via ES module syntax, hence depcheck false-positives. stylelint-config-standard is used in .stylelintrc.json. No genuinely unused packages found.","scripts/acdl/adobe-client-data-layer.min.js (pre-bundled), scripts/commerce-events-sdk.js, .stylelintrc.json"
Development,Code Quality & Standards,JavaScript State & Reliability,State,Code Audit,No setState/dispatch/state-mutation calls inside for/while/do-while/forEach/map/reduce loops; state updates batched or moved outside iteration blocks,High,Yes,Yes,"No module-level state mutations (selectedMonths, cartLeaseTermLocked, etc.) found inside loops. DOM mutations within loops (classList updates, textContent, appendChild) are expected rendering patterns for building UI lists. No batching violations detected.",blocks/ (grep forEach/map — no state mutation in loops)
Development,Code Quality & Standards,JavaScript Code Structure & Hygiene,Structure,Code Audit,No unused component props passed from parent to child; unused prop detection via static analysis or TypeScript strict mode,Medium,No,Yes,"Not applicable. Custom block code uses vanilla JS functions, not component-based frameworks (React/Vue/Svelte). No component prop system exists to check. Dropin components from @dropins are pre-compiled and not auditable here.",blocks/ (no React/Vue/Svelte imports in custom code)
Process & Governance,SDLC / Ways of Working,Version Control & Repository,VCS,Code Audit,Git repository initialized with .git directory present; remote origin configured; repository is not in detached HEAD state,Critical,Yes,Yes,"Git repository fully initialized. Remote origin: https://github.com/Magento-ECG-Team/canon-b2b-eds.git. Not in detached HEAD state. Recent commits present. Some modified files in working tree (gitignore, content, dropins fragment) — normal development state.","git remote -v, git log (3 recent commits visible)"
Process & Governance,SDLC / Ways of Working,Version Control & Repository,VCS,Code Audit,.gitignore file present and includes standard exclusions (node_modules; dist/build output; .env files; OS files; IDE config); no build artifacts or dependency folders committed,Critical,Yes,Yes,".gitignore present and covers: node_modules, .env, .DS_Store, .idea, coverage, logs, .parcel-cache, .hlx/. No dist/ or build/ output directories exist (no build step in EDS). node_modules is not tracked in git. .env excluded. Standard OS/IDE exclusions in place.",.gitignore (covers all standard exclusions)
Process & Governance,SDLC / Ways of Working,Version Control & Repository,VCS,Code Audit,Package lock file (package-lock.json or yarn.lock) committed to repository; lock file version matches package.json dependencies; no conflicting lock files present,High,Yes,Yes,package-lock.json present (481KB) and committed to git. No yarn.lock present — no conflicting lock files. Single npm lock file in use. Lock file version aligns with package.json (both use npm).,"package-lock.json (committed, 481KB, no yarn.lock)"
Process & Governance,Quality Gates & Acceptance Criteria,Testing & Quality Gates,Quality,Code Audit,Pre-commit hooks configured (husky; lint-staged; or lefthook); hooks run linting and formatting before each commit; .husky directory or equivalent present,High,Yes,No,"Husky pre-commit hook is present and runs on commit. However, the hook only checks for block README files and builds JSON model files — it does NOT run ESLint or Stylelint. lint-staged config is empty {}. Linting must be run manually; no linting gate is enforced at commit time.",".husky/pre-commit (runs check-block-readme.js and pre-commit.mjs, not linting), package.json (lint-staged: {})"
Process & Governance,SDLC / Ways of Working,Project Configuration,Config,Code Audit,Node.js version specified via engines field in package.json; version is LTS or current stable,High,Yes,No,"No Node.js version specified. package.json engines field is empty {}, no .nvmrc or .node-version file present. Developers could use any Node.js version, potentially causing inconsistencies. Should add engines: { node: "">=20.0.0"" } or equivalent LTS version.","package.json (engines: {}), no .nvmrc or .node-version"
Process & Governance,Compliance & Audit Trail,GenAI Tools & Code Quality,Code Hygiene,Code Audit,Hardcoded mock data or example values left in production code (e.g. 'John Doe'; 'test@example.com'; 'Lorem ipsum'; '123 Main St'; placeholder UUIDs); regex pattern scan across source files,High,Yes,No,"Hardcoded mock product data found in production code: blocks/header/renderAuthCombine.js:274 contains getProductLink('hollister-backyard-sweatshirt', 'MH05') — a Magento sample catalog product used as a placeholder product page link in the auth popup menu. This should be removed or replaced with a real configurable product URL.",blocks/header/renderAuthCombine.js:274 (Magento sample data product link)
